source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k,atmos_corr_formula
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1010,850,nm,50,MHz,3,m,,281.78,105.85,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 110,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1100,850,nm,50,MHz,3,m,,281.78,105.85,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1100 L,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1101,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1102,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1103,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1105,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1500,850,nm,50,MHz,3,m,,281.78,105.85,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1500 L,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1600,850,nm,50,MHz,3,m,,281.78,106,,ph,10,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1600 i,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1600 ii,850,nm,50,MHz,10.101,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1610,850,nm,50,MHz,3,m,,281.78,105.85,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1700,850,nm,50,MHz,3,m,,281.78,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1700 L,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1800,850,nm,50,MHz,3,m,,281.78,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1800 L,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 2000,850,nm,50,MHz,30.769,m,,281.78,,,ph,2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 2002,850,nm,50,MHz,3,m,,281.78,,,ph,2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 2003,850,nm,50,MHz,3,m,,281.78,,,ph,2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 302,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 303,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 305,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 307,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 400,780,nm,100,MHz,1.5,m,,283.05,105.5,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 400 N,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 400 NL,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 500,850,nm,50,MHz,3,m,,281.78,105.5,,ph,10,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 600,850,nm,50,MHz,3,m,,281.78,105.5,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 605,850,nm,50,MHz,3,m,,281.78,105.85,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 605 L,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 702,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 703,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 705,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 800,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 805,658,nm,100,MHz,1.5,m,,286.34,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 805 L,658,nm,100,MHz,1.5,m,,286.34,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 905,850,nm,50,MHz,3,m,,281.78,105.85,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 905 L,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1102,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1103,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1105,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1500,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 2003,850,nm,49.999646,MHz,3,m,,281.78,105.85,,ph,2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1100,780,nm,100,MHz,1.5,m,,283.05,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1101,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1102,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1103,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1105,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1800,850,nm,50,MHz,3,m,,281.78,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1800 L,850,nm,50,MHz,3,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 110,780,nm,100,MHz,1.5,m,,283.05,,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1101,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1101 x,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1102,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1102 x,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1103,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1103 x,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1105,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1105 x,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 302,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 303,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 305,780,nm,100,MHz,1.5,m,,283.05,107.46,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 307,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 405,658,nm,100,MHz,1.5,m,,286.34,107.46,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 702,780,nm,100,MHz,1.5,m,,283.05,107.46,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 703,780,nm,100,MHz,1.5,m,,283.05,107.46,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 705,780,nm,100,MHz,1.5,m,,283.05,107.46,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 802 P,,nm,,Hz,1.5,m,,286.3,107.52,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 802 U,,nm,,Hz,1.5,m,,286.3,107.52,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 803 P,,nm,,Hz,1.5,m,,286.3,107.52,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 803 U,,nm,,Hz,1.5,m,,286.3,107.52,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 805 P,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 805 U,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1101,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1102,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1103,780,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1105,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1101,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1102,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1103,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1105,780,nm,100,MHz,1.5,m,,283.05,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1201,658,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1201+,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,2,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1202,658,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1202+,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,2,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1203,658,nm,100,MHz,1.5,m,,283.05,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1203+,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,2,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1205,658,nm,100,MHz,1.5,m,,286.34,106.32,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1205+,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,2,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TPS 1000,,nm,,Hz,3,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TPS 1100,,nm,,Hz,1.5,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TPS 1200,,nm,,Hz,1.5,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TS 06,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,3,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TS 30,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,1.2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TS 30,658,nm,100,MHz,1.5,m,,286.34,107.52,,ph,1.2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Mekometer,ME 3000,,nm,,Hz,,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Mekometer,ME 5000,,nm,,Hz,,m,,,,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,3300 DR,,nm,,Hz,,m,,278.77,80.65,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,3600 (with IR EDM),,nm,,Hz,,m,,275.54,79.72,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,3600 DR,,nm,,Hz,,m,,278.77,80.65,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5500 DRStandard,,nm,,Hz,,m,,278.77,80.65,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,"5600-5603, 5605",,nm,,Hz,,m,,275,79.55,up to prog. Vers. 632-04.06,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,"5600-5603, 5605",,nm,,Hz,,m,,274.4,79.39,from prog. Vers. 632-05.00,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5601-5603 DR200+,,nm,,Hz,,m,,274.4,79.39,"reflectorless, from Vs 632-05.00",ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5601-5603 DR300+,,nm,,Hz,,m,,274.11,79.3,"reflectorless, from Vs 632-05.00",ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5605 DR200+,,nm,,Hz,,m,,274.4,79.39,"reflectorless, from Vs 632-05.00",ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5605 DR300+,,nm,,Hz,,m,,274.11,79.3,"reflectorless, from Vs 632-05.00",ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,560x DRStandard,,nm,,Hz,,m,,278.77,80.65,"reflectorless, x=0,1,2,3,5",ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,C 100,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,C-100,850,nm,14985520,Hz,10,m,1.000275,275,79.5,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,D 50,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,D-50,850,nm,14985520,Hz,10,m,1.000275,275,79.5,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 1,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 20,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 300,870,nm,39.961388,MHz,3.75,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 310,,nm,,Hz,10,m,,275,106,,ph,10,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 330,,nm,,Hz,7.5,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 332,,nm,,Hz,,m,,275,105.9,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 350,,nm,,Hz,7.5,m,,275,105.9,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 352,,nm,,Hz,,m,,275,105.9,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 362,,nm,,Hz,,m,,275,105.9,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 410,,nm,,Hz,2,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 420,,nm,,Hz,2,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 430,,nm,,Hz,2,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 450,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 460,,nm,,Hz,,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 5,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 500,870,nm,74.927604,MHz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 520,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 521,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 522,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 530,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 531,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 532,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 550,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 551,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 552,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 632,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 652,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 720,,nm,,Hz,2,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 730,,nm,,Hz,2,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 750,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 760,,nm,,Hz,,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 820,,nm,,Hz,2,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 821,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 830,,nm,,Hz,2,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 831,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 850,,nm,,Hz,2,m,,275,106,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM 851,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM A10,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM A10 LG,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM A10LG,850,nm,74927604,Hz,2,m,1.000275,275,79.5,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM A20,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM A20 LG,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM A20LG,850,nm,74927604,Hz,2,m,1.000275,275,79.5,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM A5,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,DTM A5 LG,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM A5LG,850,nm,74927604,Hz,2,m,1.000275,275,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-1,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-20,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-300,850,nm,14985520,Hz,10,m,1.000275,275,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-5,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
