source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-300/311/312/313,,,,,,,,279.66,79.53,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-502E/512E,,,,,,,,279.66,79.53,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-71x,,,,,,,,279.66,79.53,"x=0,1,2,3",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-800/801/802,,,,,,,,279.66,79.53,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-81xA,,,,,,,,279.67,79.53,"x=1,2.3.5",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GMT-100/100L,,,,,,,,279.66,79.53,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GRT-2000,,,,,,,,279.66,79.53,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTP-100x,,,,,,,,279.14,79.38,"x=1.2,3,4",pu,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-60x,,,,,,,,279.66,79.53,"x=1,2,3,5",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-22x,,,,,,,,279.67,79.53,"x=3,5,6,9",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-60xN,,,,,,,,279.67,79.53,"x=1,2,3,5",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GPT-200x,,,,,,,,278.88,79.31,"x=3,5,6,9",pu,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GPT-600x,,,,,,,,278.88,79.31,"x=1,2,3,5",pu,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GPT-800xA,,,,,,,,279.85,79.59,"x=1,2,3,5",pu,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Zeiss,Rec Elta 13,,,,,,,,255.1,79.34,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Zeiss,Rec Elta 13CMS,,,,,,,,255.1,79.34,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Zeiss,Rec Elta 15/15C,,,,,,,,255.1,79.34,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Zeiss,Elta S10/S20,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Zeiss,Elta C20/C30,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Zeiss,Elta R45/R50/R55,,,,,,,,255.1,79.34,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Zeiss,Elta CU/CU600/ACU,,,,,,,,278.77,80.65,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Beetle,1000S,,,           ,,10,m,,310.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Beetle,1600S,,,           ,,10,m,,310.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Beetle,500S,,,           ,,10,m,,310.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Citation,CI 410,,,14.98348,MHz,10,m,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Citation,CI 450,,,14.98348,MHz,10,m,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Com-Rad (Kern),Geomensor,,,           ,,,,,300.00,100.00,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Com-Rad (Kern),Mekometer,,,           ,,,,,300.00,100.00,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Esser,Autoranger I,,,           ,,,,,310.40,105.60,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Esser,Autoranger II,,,           ,,,,,310.40,105.90,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Esser,Autoranger S,,,           ,,,,,310.40,105.90,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Esser,Ranger IV,,,           ,,,,,310.00,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Esser,Ranger V,,,           ,,,,,310.00,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter  ,6A,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter  ,6B,,,           ,,,,,309.20,109.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,6BL,,,           ,,5,m,,308.60,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,8,,,29.95600,MHz,5,m,,308.60,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,10,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,12,,,14.98553,MHz,,,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,12A,,,14.98553,MHz,,,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,14,,,           ,,10,m,,275.00,105.30,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,14 A,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,16,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,76,,,           ,,,,,280.90,108.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,78,,,           ,,,,,280.90,108.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,110,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,110 A,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,112,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,114,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,116,,,           ,,10,m,,275.00,105.30,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,120,,,14.98553,MHz,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,122,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,134,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,136,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,140,,,           ,,10,m,,275.00,105.30,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,142,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,160,,,           ,,,,,275.00,105.30,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,210,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,216,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,220,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,408,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,410,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,412,,,           ,,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,420,,,14.98553,MHz,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,422,,,14.98553,MHz,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,422 LR,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,424,,,14.98553,MHz,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,440,,,14.98553,MHz,10,m,,275.00,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,444,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,460,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,500,,,           ,,3,m,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,501,,,,,3,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,510 A,,,           ,,10,m,,275.00,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,510 N,,,           ,,10,m,,275.00,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,510 SA,,,           ,,,,,275.00,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,520,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,520 A,,,           ,,,,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,520 N,,,           ,,,,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,520 SA,,,           ,,,,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,520 SN,,,           ,,,,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,540,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,540 A,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,540 N,,,           ,,3,m,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,540 SA,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,540 SN,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,600,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,600 M,,,           ,,,,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,600 S,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,610,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,610 M,,,           ,,,,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,610 S,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,620,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,620 M,,,           ,,,,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,620 S,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,640,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,640 M,,,           ,,,,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,640 S,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,710,,,           ,,,,,308.60,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,4000,,,           ,,,,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,4400,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Geodimeter,6000,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,GeoFennel,PULSAR 100,,,,,,,,0.00,0.00,,,20,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,GeoFennel,PULSAR,,,,,,,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,GeoFennel,PULSAR 50,,,,,,,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3800 B,910,nm,14.98545,MHz,10,m,,278.30,105.50,,,10,mm,14,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3805 A,910,nm,14.98710,MHz,10,m,,278.30,105.50,,,14,mm,20,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3808 A,835,nm,14.98709,MHz,10,m,,279.30,105.90,,,10,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP          ,3810 A,910,nm,14.987103,MHz,10,m,,,,,,10,mm,20,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP          ,3810 B,840,nm,14.98709,MHz,10,m,,,,,,10,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP          ,3820 A,835,nm,14.98709,MHz,10,m,,279.30,105.90,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP          ,3859 A,840,nm,14.98709,MHz,10,m,,,,,,10,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 102,860,nm,14.9854,MHz,10,m,,,,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 104,860,nm,14.9854,MHz,10,m,,,,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 150,860,nm,14.9854,MHz,10,m,,,,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 500,875,nm,14.98540,MHz,10,m,,281.60,105.70,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 501,,,           ,,10,m,,281.90,105.60,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 502,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 503,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 504,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 550,860,nm,14.9854,MHz,10,m,,,,,,10,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,R,,,           ,,,,,310.00,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,Master II,,,           ,,,,,310.00,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,Master III,,,           ,,,,,310.00,107.92,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3,,,           ,,,,,282.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3 S,,,           ,,,,,282.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 4,885,nm,4.87026,MHz,30.769,m,,282.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 4L,,,,,30.769,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 4S,,,,,30.769,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 5,845,nm,4.87026,MHz,30.769,m,,282.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 5S,,,,,30.769,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 20,,,           ,,33.3333,m,,282.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 1000,865,nm,7.5,MHz,20,m,,281.55,105.60,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 1001,850,nm,50,MHz,3,m,,281.78,105.85,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 1600,850,nm,50,MHz,3,m,,281.78,105.85,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 2000,,,14.83555,MHz,10.101,m,,281.80,105.85,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 2002,850,nm,50,MHz,3,m,,281.78,105.85,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3000,865,nm,15,MHz,10,m,,281.55,105.50,,,10,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3000S,865,nm,15,MHz,10,m,,,,,,6,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DIOR 3002,,,           ,,,,,281.50,105.72,,,10,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI TC1,,,,,30.769,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,OMNI,,,           ,,,,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TACHYMAT,,,           ,,,,,282.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1,850,nm,50,MHz,30.769,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1 L,850,nm,50,MHz,30.769,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 110,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 302,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 303,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 305,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 307,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 400,780,nm,100,MHz,1.5,m,,283.05,105.50,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 400 N,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 400 NL,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 500,850,nm,50,MHz,3,m,,281.78,105.50,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 600,850,nm,50,MHz,3,m,,281.78,105.50,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 605,850,nm,50,MHz,3,m,,281.78,105.85,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 605 L,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 702,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 703,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 705,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 800,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 805,658,nm,100,MHz,1.5,m,,286.34,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 805 L,658,nm,100,MHz,1.5,m,,286.34,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 905,850,nm,50,MHz,3,m,,281.78,105.85,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 905 L,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1000,850,nm,50,MHz,3,m,,281.78,105.85,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1010,850,nm,50,MHz,3,m,,281.78,105.85,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1100,850,nm,50,MHz,3,m,,281.78,105.85,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1100 L,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1101,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1102,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1103,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1105,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1500,850,nm,50,MHz,3,m,,281.78,105.85,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1500 L,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1600,850,nm,50,MHz,3,m,,281.78,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1600 i,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1600 ii,850,nm,50,MHz,10.101,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1610,850,nm,50,MHz,3,m,,281.78,105.85,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1700,850,nm,50,MHz,3,m,,281.78,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1700 L,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1800,850,nm,50,MHz,3,m,,281.78,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1800 L,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 2000,850,nm,50,MHz,30.769,m,,281.78,,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 2002,850,nm,50,MHz,3,m,,281.78,,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 2003,850,nm,50,MHz,3,m,,281.78,,,,2,mm,2,ppm,2
